num_crit,dur.,dir_fb_lk,act3_fblik,act1_fblik,gross,movie_title,nmvot_user,cast_fblik,face_poster,num_usrrev,budget,year,act2_fblik,target_variable,asp_rat,mov_fblik
163,91,77,208,1000,128200012,Robots ,103022,1804,1,269,75000000,2005,311,1,1.85,0
177,87,750,41,745,9003011,Mad Max 2: The Road Warrior ,133966,1396,0,294,2000000,1981,531,2,2.35,0
37,85,12,23,354,12701880,The Pirates Who Don't Do Anything: A VeggieTales Movie ,2037,568,0,22,15000000,2008,173,1,1.85,175
239,111,39,461,16000,35754555,Trouble with the Curve ,47954,17871,0,150,0,2012,897,1,2.35,11000
17,86,892,50,603,0,In the Name of the King: The Last Job ,1285,854,1,10,3500000,2014,145,0,1.78,721
71,92,23,162,460,25590119,Crocodile Dundee in Los Angeles ,19699,1315,0,119,21150000,2001,442,0,1.85,387
53,152,541,288,773,14873,Major Dundee ,5294,2888,2,67,3800000,1965,575,1,2.35,251
126,89,0,322,628,7764027,Bad Words ,38459,2061,0,119,10000000,2013,497,1,2.35,0
81,98,143,153,302,15464026,Loser ,23076,1189,2,158,20000000,2000,216,1,1.85,1000
166,97,17,74,158,32600000,Friday the 13th: The Final Chapter ,29488,467,0,326,1800000,1984,84,1,1.85,0
11,105,6,371,723,8508843,Troop Beverly Hills ,7470,2368,1,35,18000000,1989,422,1,1.37,0
132,116,41,541,11000,30013346,Hollywood Homicide ,31293,14028,2,254,75000000,2003,982,1,2.35,648
204,117,221,503,11000,103028109,Just Go with It ,172878,16325,1,203,80000000,2011,3000,1,1.85,19000
49,104,71,168,1000,1789892,Clay Pigeons ,9494,1795,1,109,8000000,1998,261,1,1.85,515
205,85,52,489,1000,12610731,Jason X ,38985,3050,1,673,11000000,2001,935,0,1.85,0
47,92,14,488,789,50024083,Under Siege 2: Dark Territory ,35918,2318,1,126,60000000,1995,520,1,1.85,1000
103,93,190,151,364,3419967,Metallica Through the Never ,13359,1083,0,56,0,2013,253,2,2.35,19000
83,89,23,503,839,15102127,"The Goods: Live Hard, Sell Hard ",17790,3973,5,59,0,2009,700,1,1.85,0
34,95,7,463,2000,0,Barry Munday ,3443,3648,2,20,0,2010,536,1,1.85,480
10,97,0,83,918,0,Show Me ,369,1163,0,5,900000,2004,100,1,1.78,12
40,99,0,402,782,14358033,Memoirs of an Invisible Man ,17365,2125,2,66,40000000,1992,658,1,2.35,630
125,206,0,4,433,70405498,JFK ,113472,698,1,442,40000000,1991,256,2,2.35,0
19,80,799,854,3000,0,Farce of the Penguins ,4322,10727,0,47,0,2006,2000,0,1.85,419
30,121,62,69,883,0,Tom Jones ,8508,1371,1,56,1000000,1963,269,1,1.37,328
65,112,58,124,617,0,Hud ,15277,1141,0,120,2500000,1963,189,2,2.35,1000
290,108,13000,285,606,32000000,Psycho ,422432,1885,2,1040,806947,1960,332,2,1.85,18000
122,88,0,640,2000,112692062,Spy Kids ,84325,4499,0,205,35000000,2001,843,1,1.85,0
55,115,293,878,49000,135014968,Patch Adams ,80580,74382,1,375,50000000,1998,22000,1,2.35,0
153,126,13000,390,920,162831698,Batman Returns ,215255,2899,0,610,80000000,1992,811,2,1.85,0
62,117,101,743,13000,24944213,Kingpin ,63459,16937,2,185,27000000,1996,852,1,2.35,3000
403,123,508,14000,34000,337103873,The Hunger Games: Mockingjay - Part 1 ,305008,81385,1,591,125000000,2014,22000,1,2.35,52000
154,93,11000,629,11000,39200000,Annie Hall ,192940,12691,0,491,4000000,1977,636,2,1.37,0
173,107,153,233,11000,137340146,Click ,246492,12700,1,685,70000000,2006,1000,1,1.85,7000
95,97,8,22,423,17000000,Kingdom of the Spiders ,3274,516,0,84,500000,1977,23,1,1.85,0
56,139,17000,94,554,32000000,The Age of Innocence ,36267,1068,3,150,30000000,1993,382,2,2.35,0
75,90,234,15,552,241816,George Washington ,6246,642,0,76,42000,2000,61,2,2.35,451
206,104,50,947,5000,25040293,The Forbidden Kingdom ,88049,7247,0,279,55000000,2008,962,1,2.35,0
44,111,197,578,755,0,High School Musical 2 ,39786,3009,5,162,7000000,2007,632,0,1.78,586
165,109,65,393,798,78845130,The Purge: Election Year ,17596,2480,1,94,10000000,2016,465,1,2.35,0
51,88,6,854,2000,8460990,Legends of Oz: Dorothy's Return ,5116,6946,1,54,70000000,2013,1000,1,0,5000
11,114,9,86,159,1001437,Ruby in Paradise ,2039,423,1,28,800000,1993,143,2,1.85,81
17,112,12,699,33000,13134,The Slaughter Rule ,2004,35294,2,32,500000,2002,1000,1,2.35,183
66,104,170,202,736,4273372,Glitter ,19412,1854,1,308,22000000,2001,218,0,2.35,0
130,113,34,24,10000,14268533,Criminal ,17319,10910,2,100,31500000,2016,877,1,2.35,0
177,100,11,561,23000,20285518,Brick Mansions ,32103,25387,2,112,28000000,2014,727,1,2.35,0
211,105,500,718,11000,20338609,A Prairie Home Companion ,19655,12946,8,280,10000000,2006,912,1,2.35,683
113,116,165,475,577,102678089,The General's Daughter ,42705,2321,0,274,95000000,1999,501,1,2.35,885
123,109,309,482,1000,74484168,Four Brothers ,109894,2740,3,340,45000000,2005,654,1,2.35,0
232,104,335,16,114,1487477,Night Watch ,47097,206,0,310,4200000,2004,28,1,1.85,0
61,197,176,760,924,46300000,"It's a Mad, Mad, Mad, Mad World ",29323,4109,0,344,9400000,1963,898,2,2.76,0
233,216,17000,1000,29000,77679638,Gangs of New York ,314033,47657,3,1166,100000000,2002,14000,2,2.35,0
299,124,335,50,14000,34180954,The Reader ,189812,14504,0,370,32000000,2008,388,2,1.85,15000
0,127,2,0,2,0,Insomnia Manica ,16,2,0,3,500000,2005,0,1,1.33,0
232,99,101,327,1000,15071514,The Invasion ,65037,2323,2,273,80000000,2007,422,1,1.85,0
421,98,475,522,1000,223806889,WALL·E ,718837,2975,0,1043,180000000,2008,729,2,2.35,16000
169,103,134,390,804,0,Singin' in the Rain ,150020,2510,0,568,2540800,1952,786,2,1.37,0
400,144,258,834,6000,167007184,Casino Royale ,470501,9125,1,2301,150000000,2006,1000,2,2.35,0
529,105,81,779,11000,176740650,Rise of the Planet of the Apes ,403836,13118,0,646,93000000,2011,1000,2,2.35,47000
172,137,79,194,27000,1206135,Child 44 ,40568,27666,3,185,50000000,2015,254,1,2.35,18000
92,107,521,80,773,768045,Bloody Sunday ,19732,976,0,120,2000000,2002,89,2,1.85,0
141,97,6,415,22000,107225164,The Angry Birds Movie ,27130,24350,0,126,73000000,2016,1000,1,1.85,14000
46,90,7,711,87000,52166,Trucker ,2792,89263,3,22,2000000,2008,781,1,2.35,371
188,108,43,463,691,0,Antiviral ,9356,1962,0,47,3200000,2012,480,1,1.85,0
45,96,37,542,801,81200000,Police Academy ,87739,3113,0,133,4500000,1984,760,1,1.85,0
68,98,36,405,10000,117190,Wild Target ,29994,11770,4,86,8000000,2010,692,1,2.35,0
178,93,45,352,9000,25857987,Æon Flux ,110614,10185,0,532,62000000,2005,460,1,2.35,0
21,98,70,90,876,1953732,The Clan of the Cave Bear ,4996,1351,0,62,15000000,1986,324,1,2.35,843
85,220,0,820,13000,15527125,All the Pretty Horses ,11388,15006,2,183,57000000,2000,861,1,2.35,652
291,122,210,123,22000,17237244,A Most Wanted Man ,57210,22574,3,158,15000000,2014,164,1,2.35,13000
160,123,130,426,826,59699513,Secretariat ,20827,2259,0,136,35000000,2010,638,2,2.35,0
118,101,30,268,1000,93307796,Two Weeks Notice ,85673,2636,2,269,60000000,2002,976,1,1.85,0
39,99,34,120,388,110000,Dinner Rush ,4359,1156,1,73,0,2000,159,2,1.85,495
84,53,141,23,141,274661,Taxi to the Dark Side ,10564,313,0,40,1000000,2007,125,2,1.85,0
225,109,763,311,812,61280963,The Cell ,79877,2474,1,677,33000000,2000,551,1,2.35,0
150,87,12,645,3000,32178777,The Love Guru ,43300,6658,6,250,62000000,2008,966,0,2.35,0
185,138,438,173,12000,130727000,The Silence of the Lambs ,887467,13184,0,916,19000000,1991,826,2,1.85,40000
19,81,7,106,412,0,The Timber ,1274,1020,1,17,2100000,2015,308,1,2.35,380
1,120,28,12,544,0,Godzilla Resurgence ,374,699,0,13,0,2016,106,2,2.35,0
39,93,21,359,763,0,The Veil ,4146,2651,2,29,4000000,2016,637,0,2.35,0
95,89,0,5,12,0,Lake Mungo ,9465,29,0,85,1400000,2008,5,1,1.85,0
208,106,31,71,33000,2694973,Half Nelson ,70885,33734,2,189,700000,2006,519,2,1.85,0
15,79,157,219,4000,4350774,PCU ,10476,4908,3,52,8000000,1994,248,1,1.85,0
311,87,13,308,463,40990055,The Last Exorcism ,41509,1958,0,300,1800000,2010,400,1,1.85,0
96,106,61,649,907,32645546,Because of Winn-Dixie ,8427,3462,5,88,14000000,2005,807,1,1.85,1000
154,104,0,1000,4000,40064955,The Faculty ,92074,12170,1,502,15000000,1998,4000,1,1.85,0
221,94,53,268,386,347578,Teeth ,34556,1511,1,161,0,2007,357,1,1.85,17000
49,92,5,924,22000,26000610,The Adventures of Rocky & Bullwinkle ,16611,28050,0,197,76000000,2000,1000,0,1.85,413
71,105,96,35,509,35811509,Shine ,43013,888,0,104,5500000,1996,294,2,1.85,0
91,121,9,520,1000,0,Ironclad ,34338,3287,2,103,25000000,2011,870,1,2.35,0
8,94,13,616,1000,0,Mooz-Lum ,919,3288,1,14,0,2010,826,1,0,0
157,116,51,622,11000,36931089,That's My Boy ,70681,16484,2,198,70000000,2012,3000,1,2.35,12000
285,139,13000,461,13000,70269171,Rocky Balboa ,162130,15111,0,962,24000000,2006,683,2,1.85,0
27,118,0,410,26000,46451,Ca$h ,7663,27756,2,38,7000000,2010,854,1,1.85,694
9,88,19,322,795,0,Dawn Patrol ,455,2497,0,13,3500000,2014,535,0,2.35,570
153,92,35,179,19000,83348920,Penguins of Madagascar ,60230,19963,0,118,132000000,2014,411,1,1.85,11000
331,95,464,11000,23000,32391374,500 Days of Summer ,376600,54075,43,494,7500000,2009,17000,2,2.35,40000
101,84,50,692,979,140015224,Stuart Little ,94172,3382,0,179,133000000,1999,886,1,1.85,0
253,97,545,529,14000,60128566,Resident Evil: Afterlife ,131447,16098,1,410,60000000,2010,1000,1,2.35,19000
289,118,43,651,740,150368971,We're the Millers ,316671,3425,4,301,37000000,2013,707,2,2.35,35000
80,80,3,39,108,0,The Dark Hours ,4788,272,0,52,500000,2005,64,1,1.85,166
120,152,34,249,804,43650000,West Side Story ,71919,1802,0,316,6000000,1961,271,2,2.2,0
52,117,425,901,13000,85300000,Stripes ,48629,27378,1,134,10000000,1981,11000,1,1.85,0
355,109,453,953,15000,40983001,End of Watch ,181025,27788,2,336,7000000,2012,10000,2,1.85,38000
129,99,800,334,49000,221210,World's Greatest Dad ,31964,50542,1,129,0,2009,640,1,1.85,0
124,112,0,177,805,7837632,The Ice Storm ,46396,1466,0,287,18000000,1997,223,2,1.85,0
21,89,23,899,1000,8119205,A Simple Wish ,4288,5535,3,21,28000000,1997,937,1,1.85,517
101,99,9,648,975,38048637,Urban Legend ,47814,3500,4,426,14000000,1998,912,1,2.35,0
47,84,2,690,15000,5002310,Bubble Boy ,25541,18864,0,181,13000000,2001,816,1,2.35,0
152,99,89,322,962,1007535,Damsels in Distress ,7625,2452,5,54,0,2011,476,1,1.85,0
27,88,22,120,174,9286314,Stone Cold ,4972,583,1,62,17000000,1991,132,1,1.85,0
0,65,0,176,770,0,Towering Inferno             ,10,1125,2,0,0,0,179,2,1.33,0
27,104,0,0,2,32631,Sisters in Law ,291,2,1,8,0,2005,0,2,0,50
144,88,27,101,742,17768000,Halloween 4: The Return of Michael Myers ,29629,1136,0,374,5000000,1988,120,1,1.85,0
35,103,5,842,1000,0,Zipper ,4091,3408,0,20,4500000,2015,1000,1,2.35,987
149,101,51,8,446,20772796,Whale Rider ,34232,497,1,346,6000000,2002,20,2,2.35,0
218,109,101,839,13000,86208010,Dumb and Dumber To ,97045,16179,1,285,35000000,2014,899,1,1.85,55000
2,100,3,382,1000,0,Four Single Fathers ,118,2890,0,1,3000000,2009,810,1,0,32
268,132,16000,567,16000,100422786,Million Dollar Baby ,482064,28830,1,1106,30000000,2004,11000,2,2.35,14000
94,125,603,114,10000,0,A Streetcar Named Desire ,78454,10570,0,233,1800000,1951,416,2,1.37,5000
225,105,68,374,635,92401,I Spit on Your Grave ,56402,2423,0,209,2000000,2010,445,1,2.35,17000
71,98,89,3,88,2938208,Metropolitan ,7143,173,1,52,225000,1990,74,2,1.66,865
81,110,798,16,580,0,Loose Cannons ,8667,662,9,29,0,2010,26,2,2.35,0
11,93,3,324,1000,13960203,How to Be a Player ,2301,2939,2,15,0,1997,560,1,1.85,439
490,143,1000,76,29000,144812796,The Great Gatsby ,362933,29769,4,753,105000000,2013,509,2,2.35,115000
142,87,85,118,311,33244684,Child's Play ,62038,760,0,281,9000000,1988,189,1,1.85,0
90,103,31,733,12000,26870825,Stick It ,22604,14903,3,124,0,2006,804,1,1.85,0
194,90,120,0,41,2957978,Man on Wire ,40481,68,0,134,1000000,2008,27,2,1.85,0
6,88,0,57,978,15059,Trade of Innocents ,748,1443,2,8,0,2012,323,1,2.35,543
9,102,329,280,611,4239767,Men with Brooms ,3709,1834,3,83,7500000,2002,329,1,1.85,0
280,95,0,192,569,952620,Diary of the Dead ,40800,1797,0,332,2000000,2007,529,1,1.85,0
8,60,0,551,1000,0,Animal Kingdom             ,3673,3026,0,23,0,0,557,2,16,0
105,125,159,39,3000,18306166,The Four Feathers ,28130,3142,2,215,35000000,2002,61,1,2.35,0
157,115,0,35,85,5383834,Amores Perros ,173551,318,0,361,2000000,2000,79,2,1.85,11000
33,93,14,199,1000,29247405,Spice World ,28377,2176,1,261,25000000,1997,401,0,1.85,0
195,101,40,398,2000,28687835,Untraceable ,40964,3612,1,245,35000000,2008,648,1,2.35,0
45,83,5,368,971,100491683,The Rugrats Movie ,14005,3438,0,67,24000000,1998,503,1,1.85,418
91,87,31,733,1000,133103929,Alvin and the Chipmunks: Chipwrecked ,22838,4073,0,56,75000000,2011,1000,0,1.85,0
198,89,66,1000,137000,31691811,Quarantine ,57446,140268,0,369,12000000,2008,1000,1,1.85,0
66,93,0,717,12000,39177541,The Adventures of Sharkboy and Lavagirl 3-D ,20310,14899,1,177,50000000,2005,722,0,1.85,0
39,45,0,160,898,0,Sleepy Hollow             ,49049,1430,0,110,0,0,372,2,16,14000
204,94,122,360,23000,1082044,The Machinist ,281649,24994,0,458,5000000,2004,1000,2,2.35,21000
121,106,162,3,21,4581222,Touching the Void ,26926,29,0,156,0,2003,5,2,1.85,0
169,188,503,467,10000,134218018,Superman ,126357,12940,0,497,55000000,1978,593,2,2.35,0
405,125,102,825,15000,83299761,Saving Mr. Banks ,117719,19809,2,306,35000000,2013,2000,2,2.35,39000
172,130,545,552,722,26616590,Event Horizon ,120416,2525,0,857,60000000,1997,585,1,2.35,10000
112,94,0,180,820,0,Days of Heaven ,37594,1618,0,181,3000000,1978,350,2,1.85,0
274,100,35,306,10000,28637507,28 Weeks Later ,212167,11471,1,713,15000000,2007,1000,2,1.85,0
78,91,29,459,861,27087695,Joe Dirt ,41664,2543,0,205,17700000,2001,593,1,1.85,0
173,99,16000,455,16000,2812029,Reservoir Dogs ,664719,28994,0,931,1200000,1992,12000,2,2.35,19000
198,98,66,562,3000,42592530,Krampus ,29867,4567,0,181,15000000,2015,658,1,2.35,27000
54,105,49,104,680,21160089,ATL ,8522,1538,0,92,0,2006,503,1,2.35,874
343,156,0,738,891,105219735,Robin Hood ,211765,3244,0,546,200000000,2010,882,1,2.35,17000
55,100,8,588,1000,23222861,Agent Cody Banks 2: Destination London ,11092,3742,4,44,26000000,2004,934,0,2.35,167
240,121,0,854,19000,22518325,The Black Dahlia ,63363,22833,0,644,50000000,2006,972,1,2.35,0
260,100,35,7000,12000,22525921,The Incredible Burt Wonderstone ,60596,32094,4,158,30000000,2013,10000,1,2.35,13000
127,95,63,720,23000,38120554,Treasure Planet ,71527,26940,0,217,140000000,2002,770,2,1.5,0
61,100,0,0,5,1227508,Slacker ,15103,5,0,80,23000,1991,0,2,1.37,2000
139,101,221,11000,12000,133668525,Grown Ups 2 ,107817,39269,4,255,80000000,2013,11000,1,1.85,14000
313,151,563,1000,40000,423032628,Pirates of the Caribbean: Dead Man's Chest ,522040,48486,2,1832,225000000,2006,5000,2,2.35,5000
95,83,224,37,224,0,Black Rock ,6531,344,1,47,0,2012,59,0,1.85,0
111,93,16,258,567,4919896,Birthday Girl ,21530,1775,1,159,13000000,2001,326,1,2.35,618
130,92,165,700,26000,0,Wild Card ,36487,29773,0,114,30000000,2015,947,1,2.35,0
17,116,24,46,183,0,Partition ,2223,428,2,27,10000000,2007,136,2,2.35,746
345,86,387,270,962,4063238,Frances Ha ,43982,2260,0,139,0,2012,481,2,1.85,11000
45,97,96,403,13000,63408614,Tango & Cash ,75365,14432,1,149,55000000,1989,549,1,2.35,0
5,43,0,452,778,0,Rush Hour             ,2185,2255,2,30,0,0,618,1,16,0
26,75,15,36,1000,32230907,Kevin Hart: Let Me Explain ,6062,1385,0,30,2500000,2013,309,1,1.85,0
149,101,176,83,3000,12987647,The Quiet American ,24019,3431,2,199,30000000,2002,268,2,2.35,983
263,79,30,265,940,31743332,9 ,111117,1594,0,245,30000000,2009,271,2,1.85,13000
281,146,14000,681,3000,78616689,A.I. Artificial Intelligence ,238747,6217,0,2153,100000000,2001,882,2,1.85,11000
80,112,41,490,1000,19151864,My Best Friend's Girl ,36983,3301,3,100,40000000,2008,500,1,1.85,0
156,92,52,647,723,27669413,Saw VI ,76207,3101,0,194,11000000,2009,651,1,1.85,0
36,104,116,83,1000,0,The Blue Lagoon ,50125,1662,0,140,4500000,1980,511,1,1.85,0
59,100,65,730,1000,19118247,Man of the House ,19829,6171,5,94,40000000,2005,923,1,2.35,779
91,102,11,35,10000,0,Red Riding: In the Year of Our Lord 1974 ,9305,10369,0,44,0,2009,281,2,1.85,0
45,114,73,563,695,15100000,Firestarter ,22797,3444,1,96,15000000,1984,654,1,2.35,0
133,104,93,878,11000,74058698,Along Came a Spider ,59232,17109,0,317,60000000,2001,2000,1,2.35,0
146,107,110,722,23000,1190018,Equilibrium ,261317,25088,2,1137,20000000,2002,876,2,2.35,20000
434,138,0,8000,12000,101160529,Noah ,200022,32355,2,1240,125000000,2014,9000,1,1.85,71000
248,110,282,103,11000,124051759,The Legend of Tarzan ,42372,21175,2,239,180000000,2016,10000,1,2.35,29000
1,60,0,213,480,0,In the Heat of the Night             ,2258,1736,1,24,0,0,360,2,1.33,763
123,93,13,141,742,15126948,Halloween: The Curse of Michael Myers ,20815,1227,0,335,5000000,1995,152,0,1.85,0
47,152,194,0,103,23807,Lake of Fire ,2143,105,0,29,0,2006,2,2,0,570
4,84,5,482,670,0,Good Intentions ,553,2739,5,3,10000000,2010,608,1,0,119
21,120,664,400,990,0,The Birth of a Nation ,1197,3525,1,8,10000000,2016,664,1,2.35,0
129,98,36,900,13000,57262492,The Whole Nine Yards ,90374,17582,4,318,24000000,2000,2000,1,1.85,0
19,90,48,376,940,15091542,The Adventures of Pinocchio ,4086,2465,2,22,25000000,1996,595,1,2.35,246
129,97,29,816,15000,48237389,The House Bunny ,63969,18789,1,126,25000000,2008,852,1,2.35,0
224,117,0,845,12000,81645152,Blade II ,158267,15371,1,559,54000000,2002,919,1,1.85,0
96,44,0,970,4000,0,Buffy the Vampire Slayer             ,101902,7970,0,665,2300000,0,3000,2,1.33,6000
4,30,0,359,995,0,Last Man Standing             ,15114,2465,1,87,0,0,363,2,16,0
46,119,8,2000,3000,0,Another Happy Day ,3297,10984,4,42,4000000,2011,3000,1,2.35,798
231,124,98,592,1000,19445217,Beautiful Creatures ,67796,3580,7,258,60000000,2013,852,1,2.35,14000
186,126,13000,488,920,251188924,Batman ,269033,2725,0,817,35000000,1989,549,2,1.85,12000
486,112,230,12000,26000,206360018,Thor: The Dark World ,414070,59803,3,532,170000000,2013,20000,2,2.35,63000
348,101,473,429,833,190871240,Teenage Mutant Ninja Turtles ,167085,2690,0,491,125000000,2014,809,1,2.35,62000
120,116,380,774,18000,40932372,The Siege ,58023,32563,0,281,70000000,1998,13000,1,2.35,0
274,118,65,638,11000,57981889,The Lincoln Lawyer ,173848,13943,1,203,40000000,2011,980,2,2.35,25000
32,80,522,423,813,194568,I Want Someone to Eat Cheese With ,2963,2179,0,28,1500000,2006,522,1,1.85,0
22,86,15,0,2,111300,Burn ,575,2,0,6,225000,2012,0,2,2.35,801
114,113,212,568,2000,21009180,Flight of the Phoenix ,45815,4397,4,222,45000000,2004,845,1,2.35,1000
177,107,43,569,12000,126088877,Central Intelligence ,33354,14569,2,110,50000000,2016,919,1,2.35,10000
220,83,181,459,731,37053924,30 Minutes or Less ,77935,1987,3,122,28000000,2011,579,1,2.35,0
174,122,87,605,2000,22000,The Divide ,30511,4920,4,226,3000000,2011,683,1,2.35,0
392,156,0,4000,24000,336530303,Spider-Man 3 ,383056,46055,0,1902,258000000,2007,11000,1,2.35,0
105,87,44,704,785,515005,A Hard Day's Night ,31429,2538,1,219,560000,1964,725,2,1.75,0
489,108,232,123,149,25440971,Ex Machina ,289508,430,0,611,15000000,2015,145,2,2.35,109000
181,94,368,466,13000,125305545,Charlie's Angels ,145350,15419,0,643,92000000,2000,1000,1,2.35,0
219,108,22,61,12000,10326062,Pandorum ,121432,14127,0,310,33000000,2009,2000,1,2.35,10000
252,147,0,669,6000,7219578,Mulholland Drive ,235992,8484,1,1768,15000000,2001,889,2,1.85,16000
127,101,7,440,1000,35000629,Good Luck Chuck ,74622,2822,1,150,25000000,2007,562,1,1.85,0
134,129,395,313,18000,537580,Machine Gun Preacher ,52972,19620,1,124,30000000,2011,1000,1,2.35,21000
0,90,0,9,313,0,Dutch Kills ,57,366,2,2,25000,2015,25,0,0,33
226,139,777,58,131,6857096,Incendies ,80429,343,0,156,6800000,2010,66,2,1.85,37000
393,105,335,911,3000,37516013,Abraham Lincoln: Vampire Hunter ,128629,8281,0,348,69000000,2012,3000,1,2.35,98000
157,109,80,2000,19000,45489752,In Good Company ,48973,28493,2,214,26000000,2004,3000,1,1.85,736
44,159,50,72,218,6498000,Baahubali: The Beginning ,62756,554,1,410,18026148,2015,133,2,1.85,21000
195,91,19,260,968,12055108,Sunshine Cleaning ,61151,2528,0,134,8000000,2008,934,1,2.35,0
121,92,12,797,3000,8786715,Saved! ,40274,5668,5,324,5000000,2004,835,1,1.85,0
88,111,82,269,809,3895664,L'auberge espagnole ,34383,1858,0,149,5300000,2002,447,2,1.85,0
44,93,8,558,22000,0,Heist ,16198,24154,1,57,19000000,2015,1000,1,2.35,0
145,96,51,322,8000,150315155,Daddy's Home ,54010,10886,2,130,50000000,2015,2000,1,1.85,13000
134,94,0,557,2000,16501785,Trainspotting ,469561,3559,4,514,3500000,1996,887,2,1.85,21000
339,131,776,256,17000,73103784,White House Down ,164238,18204,2,434,150000000,2013,551,1,2.35,33000
258,94,132,317,26000,17120019,Safe ,83097,27759,2,134,30000000,2012,828,1,2.35,12000
175,106,487,263,685,12339633,Gattaca ,220591,1942,2,641,36000000,1997,485,2,2.35,17000
84,96,22,324,8000,15427192,Drowning Mona ,11768,11078,0,148,16000000,2000,2000,1,1.85,492
