LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,target_variable
100000,2,2,1,40,0,0,26702,26616,2008,2000,0
200000,2,1,2,25,-2,-2,6096,2886,2886,9288,0
50000,1,2,1,39,0,0,39323,45625,7031,2013,0
100000,2,1,1,40,1,-2,-166,-482,0,0,0
500000,1,1,2,39,-1,-1,83528,-24702,472,113935,0
20000,1,5,2,50,0,0,19062,19242,1333,1000,0
280000,2,1,2,39,-1,-1,1726,325,350,2001,0
160000,2,1,2,23,0,0,151246,155926,10517,20258,0
30000,1,2,2,21,0,0,26587,25917,1385,1270,0
50000,1,1,3,45,0,0,20408,16422,6000,5000,0
20000,1,1,2,24,-1,-1,3808,4470,4515,8186,0
140000,1,1,2,32,0,0,50890,59395,9395,15000,0
130000,1,3,2,27,0,0,89956,61868,2317,3000,0
100000,2,2,2,23,0,0,13530,14564,1258,1255,0
100000,1,2,2,25,0,0,86098,85014,3200,3155,0
50000,1,2,2,26,2,2,32976,34154,2000,0,1
360000,1,1,2,31,1,-2,0,0,0,1650,0
10000,1,3,3,42,1,2,5674,5440,0,2800,1
50000,1,3,1,65,0,0,48341,47465,2068,1545,0
10000,1,2,2,24,2,0,223,3035,3000,2000,0
210000,1,1,1,38,1,-2,-9,-9,0,1748,1
320000,1,2,1,31,-1,-1,6927,10063,10063,1876,0
70000,2,2,2,23,0,0,39935,40973,1683,1699,0
160000,2,2,2,24,0,0,52373,51839,1676,1940,1
180000,1,2,1,36,0,0,4524,6435,2000,1200,1
70000,2,2,1,27,1,2,71570,68138,0,2705,1
280000,2,2,2,30,-1,-1,1373,207,207,3516,0
40000,1,1,2,29,1,-2,0,0,0,0,0
50000,2,3,2,51,2,2,33384,34554,2000,2000,0
80000,2,5,1,25,0,0,75296,74792,4000,3400,0
30000,1,3,2,42,5,4,32755,31973,0,0,1
20000,2,2,1,24,-1,-1,750,0,165,0,0
130000,2,2,2,42,2,2,119378,121993,6000,5000,0
10000,1,2,2,25,-1,-1,1261,1261,1261,390,0
70000,2,1,2,25,0,0,68839,64027,3213,1659,0
280000,1,1,2,34,0,0,212093,220586,18685,15038,0
300000,1,1,1,34,0,0,66176,68108,3000,3500,0
50000,2,2,1,40,0,0,47374,47517,2200,2500,1
230000,1,2,1,29,0,0,113736,99346,4028,3000,0
80000,2,2,1,39,0,0,63368,67331,5000,10000,0
50000,1,1,2,38,-1,-1,390,390,390,390,1
470000,2,2,2,40,0,0,277185,282983,10257,11982,0
210000,1,2,2,39,0,0,33459,35911,3000,5000,0
200000,2,1,2,32,-1,-1,146,-3,0,673,0
50000,1,2,1,46,0,0,49566,49483,1968,1644,0
300000,2,2,1,37,2,0,51893,53056,2000,2000,0
500000,2,1,1,33,-1,-1,1110,1110,1110,1416,0
150000,2,2,1,36,-2,-2,48020,50048,8000,40146,0
50000,1,2,2,25,0,0,11391,8081,1286,10048,0
270000,1,1,1,37,0,0,156346,159223,7000,9000,1
60000,2,2,2,27,1,2,49099,49817,1800,1710,1
200000,2,3,2,31,0,0,167358,175635,11000,3000,0
50000,2,2,2,23,0,0,32822,20669,1150,1000,0
140000,2,1,2,31,-2,-2,15953,24916,25148,12174,1
120000,2,2,2,25,0,0,5259,4290,1290,1261,0
20000,1,2,1,29,0,0,14275,15335,1297,1185,0
210000,2,1,2,30,-1,0,23375,21829,20000,12000,0
70000,2,3,2,27,0,0,57879,54856,2600,2618,0
230000,1,2,2,37,1,-2,0,0,0,0,1
270000,2,2,1,33,-1,-1,2323,5430,5434,1152,0
20000,1,1,2,56,1,-2,0,0,0,17901,0
120000,2,1,2,30,-1,-1,326,326,326,326,0
140000,2,1,2,24,0,0,4679,3146,1000,0,0
180000,2,2,2,33,0,0,153833,153648,7107,5002,0
190000,1,1,1,36,-1,-1,1779,1288,1288,1655,0
100000,2,2,2,29,2,2,80234,80369,2000,5001,0
50000,2,1,2,26,1,2,42207,42226,2200,1962,0
150000,1,3,1,44,0,0,146277,127679,3952,2614,0
250000,2,2,1,38,0,0,255571,250002,10605,9327,0
220000,2,1,1,24,2,3,184761,178939,0,10000,1
200000,1,3,2,28,0,0,54663,46147,11000,3000,0
250000,2,2,1,44,0,0,47463,41059,3000,4000,0
280000,2,1,2,32,0,0,202506,197855,10547,80004,0
30000,1,3,1,64,2,2,13594,14078,1000,1000,1
80000,2,2,2,29,0,0,89061,31367,4000,4000,0
380000,2,2,2,31,0,0,381530,385605,32640,18077,0
350000,2,2,1,32,-2,-2,19637,239770,242247,8111,0
160000,1,1,2,48,-1,2,23037,22260,0,0,1
70000,1,3,1,45,2,0,67505,61595,2600,2056,1
150000,1,1,1,33,1,-2,0,0,0,0,0
160000,2,1,1,39,0,0,43583,50028,7500,0,0
40000,1,2,2,27,0,0,26663,31589,5700,1000,1
350000,2,2,2,30,0,0,245211,255975,15000,20000,0
50000,1,3,2,27,0,0,50577,46529,2138,1400,1
220000,2,1,1,38,0,0,4438,7211,3000,3000,0
200000,2,1,1,26,-1,-1,6666,6666,6666,6666,0
390000,1,1,1,41,-1,0,7445,14439,10038,1036,0
330000,1,1,2,32,-2,-2,28106,1323,2701,363,0
100000,1,1,1,60,0,0,101761,101801,3856,3919,1
70000,2,2,1,58,0,0,138681,70341,3500,1508,0
240000,2,1,1,41,0,0,126395,129371,5000,5000,0
30000,1,2,2,23,0,0,27275,26948,2000,2000,0
30000,2,2,1,43,2,2,15246,17838,3141,0,1
160000,1,2,2,29,0,0,163982,161499,6150,5540,0
120000,2,2,1,40,0,0,22462,15692,5000,10000,0
10000,2,2,1,55,3,2,5358,6339,1200,0,1
470000,1,1,2,33,0,0,72083,68136,5031,5500,0
200000,2,2,2,26,-1,-1,3374,4053,4053,0,1
50000,1,4,2,22,0,0,6514,7513,1500,3000,0
90000,2,1,2,29,1,-1,0,194,194,0,0
220000,2,1,1,35,-1,-1,288,392,500,0,0
40000,2,2,2,23,-1,2,652,326,0,326,1
200000,1,3,1,50,1,2,177088,172365,0,6998,1
120000,1,2,1,43,0,0,33131,33121,2000,1500,0
210000,1,1,1,43,-1,-1,880,724,724,1000,1
30000,2,2,2,22,-1,3,31176,30408,0,0,0
110000,1,2,1,54,2,2,56839,58039,2700,2300,1
280000,1,2,1,35,0,0,278948,278433,10609,10470,0
150000,2,1,1,31,1,-2,0,0,0,0,0
20000,1,3,2,49,0,0,15237,16030,1600,2500,0
80000,1,2,2,25,0,0,29820,24513,2306,2000,0
50000,1,2,1,43,2,0,30106,30566,1878,1641,1
170000,1,1,2,36,0,0,92480,94089,4000,5000,0
200000,1,1,1,45,1,-1,0,479,479,0,1
300000,1,1,2,38,-1,-1,390,390,390,390,0
100000,1,2,1,46,2,2,17497,18219,1300,0,1
80000,1,1,2,28,1,2,5431,1961,0,1700,0
30000,1,1,1,32,0,0,28401,31065,3434,0,1
80000,2,1,1,35,0,0,27560,22441,1701,2000,0
60000,1,1,2,30,-1,-1,264,264,264,264,1
110000,2,2,2,24,0,0,94597,96263,4260,2310,0
10000,2,2,1,46,1,2,9841,9628,121,4060,1
290000,2,3,2,32,0,0,21981,24610,3000,3000,0
30000,1,1,2,26,0,0,27172,27000,1000,780,0
60000,1,2,2,45,0,0,59475,60423,2500,1509,0
150000,1,3,1,49,0,-1,4029,4048,4054,2866,0
750000,2,3,1,40,-2,-2,16372,15344,15420,3691,0
30000,1,2,1,29,0,0,10721,25066,2000,1500,0
160000,2,2,2,51,-1,-1,6136,5932,5932,4353,0
50000,2,2,1,31,0,0,50628,48748,2350,3000,1
50000,2,1,2,42,-1,-1,1310,37073,37073,7700,0
160000,1,2,2,30,2,2,75406,76907,3300,3000,0
150000,2,1,2,23,0,0,151669,152794,5900,5598,0
30000,2,2,1,42,0,0,27276,30470,3671,1500,0
350000,1,1,1,35,0,0,19734,5338,3000,0,0
20000,2,1,2,24,0,0,18821,18714,2000,1300,0
50000,1,2,2,39,0,0,47206,8464,1500,1500,0
180000,1,3,1,27,0,0,12303,11757,2000,1700,1
30000,1,3,2,23,2,0,29144,30419,2033,1420,1
100000,1,2,1,52,0,0,55120,56636,2403,2875,0
20000,1,2,2,24,1,2,11893,12906,1500,500,0
80000,1,1,2,29,0,0,73722,75323,3300,2500,0
150000,1,2,1,43,0,0,89488,89951,5016,5050,0
230000,2,1,2,30,-1,-1,754,-441,0,4851,0
50000,1,1,1,25,0,0,5472,5891,1500,1000,0
210000,2,1,2,39,-1,-1,3962,1772,1777,3613,0
50000,1,2,3,41,0,0,52260,40893,1679,1640,0
240000,2,2,1,37,0,-1,1854,1346,1346,3195,0
500000,2,3,2,40,0,0,264961,237006,20078,30141,0
210000,1,2,2,28,0,0,5373,6200,1000,0,0
160000,2,2,1,40,-2,-2,0,0,0,0,0
250000,2,1,2,48,1,-2,0,0,0,0,1
500000,2,1,2,46,0,0,20614,18050,5001,3007,0
100000,1,2,1,35,1,2,59121,57604,0,6000,1
20000,2,2,2,26,0,0,16385,17518,1700,2484,0
30000,2,2,1,30,0,0,14451,15525,1525,0,0
50000,2,1,2,27,0,-1,13301,1400,1400,780,0
160000,1,2,2,27,0,0,109405,118110,12000,5000,0
50000,1,3,2,28,1,-1,-9802,99,10000,103,0
90000,2,3,1,25,-1,-1,3363,174,174,1473,1
20000,1,2,2,28,0,0,11449,12811,1582,1400,0
50000,1,1,1,44,0,0,35145,36275,2000,1871,0
230000,2,3,2,39,1,2,11391,10923,0,3200,0
150000,1,2,2,31,3,2,76113,77728,3400,0,0
50000,1,1,2,45,0,0,48719,49966,2212,2503,0
280000,2,1,2,36,-1,-1,27290,0,0,720,0
500000,2,1,1,37,0,0,315816,267100,10000,15000,0
90000,2,2,1,47,-1,-1,1887,43542,43542,12148,0
360000,1,1,2,29,-1,0,64606,44466,5135,20856,0
140000,1,2,2,50,0,0,98668,88727,4410,1804,0
140000,1,1,2,44,-1,-1,5287,5717,5717,7146,0
230000,2,1,2,44,1,-2,0,0,0,0,1
50000,2,2,2,25,0,0,39033,37002,6455,0,0
130000,2,2,1,50,-1,-1,1504,1027,1027,2172,0
330000,2,1,2,44,0,0,243621,259517,21400,0,1
210000,1,1,2,30,-1,-1,4830,0,0,1000,0
10000,2,1,1,27,2,0,4920,5937,1256,1264,0
50000,2,2,1,54,0,0,49320,49724,1925,2152,0
100000,2,1,1,46,0,0,39245,41602,3000,7000,0
70000,2,3,1,26,0,0,65763,38209,3000,2000,0
50000,2,2,1,45,0,0,40650,42718,2850,3160,0
170000,2,1,1,28,0,0,20302,14653,3000,1000,0
100000,2,2,1,50,2,2,44078,45077,2000,3841,1
80000,1,1,1,36,0,0,60110,51784,2186,1491,0
150000,1,3,2,27,0,0,77298,69832,3029,4000,0
50000,2,3,2,23,0,0,26956,27596,1462,1448,0
80000,1,2,1,34,1,-2,0,0,0,862,0
120000,2,1,2,24,0,0,78304,79348,2900,3850,0
470000,1,3,1,47,0,0,163529,129341,4700,30002,0
80000,2,3,1,52,0,0,18100,6826,1244,1000,0
60000,1,1,2,30,0,0,46307,51232,6000,0,0
80000,1,2,2,42,0,0,75264,75919,3200,4613,0
50000,1,2,1,57,0,0,25551,22957,2733,759,1
500000,1,1,1,43,0,0,403800,404640,17000,16500,1
110000,1,2,2,26,0,0,49732,46766,2300,2000,0
80000,2,2,1,44,0,0,40769,41150,2150,0,0
50000,1,2,2,27,2,2,48655,45570,460,5021,1
400000,2,1,1,44,4,3,278863,275153,0,0,1
90000,2,1,2,29,0,0,90749,90595,3481,5167,0
150000,2,5,1,53,0,0,135903,137719,7474,14004,0
360000,2,1,1,35,-1,-1,10621,0,0,0,0
170000,1,3,1,29,0,0,165027,168990,7200,7500,0
110000,1,3,2,37,2,0,103356,85352,2700,1827,1
220000,2,1,2,29,0,0,224852,224416,10235,8000,0
200000,2,2,1,36,0,0,198807,200616,10700,8000,0
500000,2,1,2,47,-2,-2,0,3270,3270,30760,0
340000,1,1,1,48,0,0,321046,329563,13690,12693,0
180000,2,2,2,32,1,-2,0,0,0,0,0
490000,1,1,2,44,-1,-1,2920,4040,4060,3659,0
60000,2,2,2,26,0,0,56146,56929,2314,1459,0
250000,1,1,2,30,-2,-2,2729,2538,2543,6247,0
20000,2,2,2,30,2,0,15997,17336,1600,1602,1
170000,1,3,1,39,1,2,171062,166870,0,13000,0
160000,2,3,2,37,2,2,16626,16075,0,2000,1
80000,2,1,2,25,-1,-1,1672,0,0,0,0
380000,2,1,1,36,-1,-1,8183,10554,10617,5478,0
70000,2,3,1,33,0,0,71230,65305,2500,3108,1
80000,1,1,2,29,0,0,78038,79183,3000,3500,0
380000,1,2,1,58,0,0,369699,331755,12172,11095,0
230000,2,1,2,24,0,-1,14979,2480,2480,1434,0
130000,1,2,2,28,2,2,134505,135624,6200,0,1
160000,2,1,1,35,-1,-1,2851,0,0,0,0
50000,2,3,1,42,0,0,44332,25913,8802,1500,0
180000,1,1,1,45,2,2,106462,113728,10000,0,0
220000,2,2,2,31,0,0,75451,78094,4000,4000,0
200000,2,3,1,41,1,-1,0,340,340,0,1
520000,1,3,1,41,2,2,435924,366194,0,12620,1
30000,1,2,2,46,0,0,12485,13119,1221,1208,1
150000,2,2,3,41,1,-2,0,0,0,0,0
210000,2,2,1,32,-1,-1,733,737,737,737,0
50000,2,2,2,36,2,0,42380,40288,1901,1744,1
20000,2,2,1,37,0,0,17843,18833,1280,1276,0
290000,1,1,1,44,-1,-1,19213,33274,33548,17732,0
50000,2,2,2,32,1,-1,30382,45888,54608,7060,0
130000,2,3,1,42,0,0,127524,127839,5051,5101,0
60000,1,2,2,24,0,0,54809,-827,0,2188,0
20000,1,1,2,25,0,0,11394,14367,3600,0,0
160000,2,2,2,35,0,0,124459,130916,10000,5000,0
250000,2,3,1,39,-1,-1,5086,14180,14180,49453,0
80000,1,3,1,38,0,0,19277,20060,1400,1306,0
60000,2,2,1,33,0,0,54660,49907,1879,1500,0
80000,1,2,2,30,0,0,13793,67840,63023,3010,1
60000,1,2,2,25,2,2,60323,60729,2000,0,0
410000,1,1,1,38,-1,-1,10867,2719,2719,0,0
240000,2,1,2,34,0,0,14038,25558,12000,1500,0
30000,1,3,2,46,3,2,13784,13277,0,1234,1
200000,2,2,2,31,0,0,8350,4750,2001,1001,0
180000,2,2,1,46,1,2,35916,30711,1711,1300,0
100000,1,2,2,32,-1,0,88550,91724,5000,5000,0
50000,2,5,2,42,0,0,50806,48798,1545,1454,1
60000,2,3,2,45,-1,-1,1876,1876,1876,1876,1
50000,2,1,2,26,0,0,5800,8189,2500,0,1
240000,2,1,1,34,-2,-1,597,6449,6507,626,0
220000,2,1,2,29,0,0,47944,44914,5000,5008,0
40000,1,3,2,42,-1,2,1978,1415,3,1749,0
80000,2,1,2,23,0,0,71487,55641,2157,1500,0
320000,1,2,2,52,-1,-1,1122,5000,5000,792,0
420000,1,2,1,43,0,0,44670,60376,30253,20016,0
500000,1,2,1,48,-1,-1,28352,35294,35465,75212,0
290000,2,2,2,24,0,0,145341,136849,7000,6000,0
190000,1,1,1,45,0,0,181814,172493,7035,6000,0
100000,1,1,2,33,2,0,101329,103532,3900,6000,1
230000,2,2,2,26,1,-2,0,0,0,0,0
50000,1,2,1,36,1,3,19606,19017,0,0,0
210000,1,2,1,43,0,0,47025,45456,2300,1326,0
90000,2,2,2,24,1,-2,0,0,0,0,1
480000,1,3,1,56,0,0,103497,105310,5300,5300,0
120000,1,1,2,41,1,-2,-8,-208,0,0,0
160000,1,2,2,28,1,2,162761,164692,6000,14,0
110000,1,2,1,27,1,2,46657,48615,3000,2000,0
260000,2,2,1,60,1,-2,-20,-20,0,2020,0
80000,1,1,2,24,-1,0,2130,3100,1010,173,0
50000,1,2,1,58,-1,-1,1956,2060,2060,4904,0
50000,2,2,1,45,0,0,35116,26171,1441,1500,1
100000,2,2,2,29,0,0,75012,77784,4000,3105,0
20000,1,3,1,56,1,2,8766,8481,0,5000,1
260000,2,1,1,44,1,-1,0,6500,6500,0,0
680000,2,1,1,42,0,0,189514,188883,8000,9000,0
50000,1,2,2,25,-1,-1,1789,50005,48731,0,0
170000,2,1,2,27,0,0,118801,108980,4000,5300,0
210000,2,2,1,37,-1,-1,326,326,326,978,1
500000,1,1,1,51,-2,-2,10063,10166,10395,11888,0
180000,2,1,1,45,0,0,18472,20546,2690,5100,0
340000,2,2,1,37,1,-1,-653,2094,3254,1256,0
160000,1,3,2,30,0,0,160388,175167,142159,3592,0
30000,2,2,1,22,2,0,26846,27718,2000,1500,1
230000,2,2,1,44,0,0,205938,209941,8476,6593,0
30000,1,3,2,22,2,0,28328,29505,1704,1250,0
480000,1,2,2,33,-1,-1,57732,55379,55614,47003,0
360000,1,1,1,44,-1,-1,16731,4840,4864,0,0
500000,1,1,1,50,1,2,74850,76463,3400,3000,1
220000,1,1,1,37,-1,-1,17039,7113,7540,9571,0
100000,2,1,2,29,3,2,87791,85548,0,2500,1
200000,2,2,2,31,1,-2,0,0,0,0,0
200000,1,1,2,40,0,0,193048,193926,6410,6342,0
90000,2,2,2,23,0,0,91653,88619,4200,4100,0
50000,1,2,2,24,0,0,27963,28715,2001,2001,0
80000,2,2,1,42,2,2,45691,46662,2000,2000,1
260000,2,1,1,48,0,0,8339,8333,5000,0,0
80000,2,3,1,25,0,0,61943,61458,2215,1900,0
20000,1,1,2,23,1,-2,-348,-738,0,0,1
50000,1,2,2,53,1,-1,0,3333,3333,0,0
90000,2,1,2,29,0,0,92464,91709,3600,4331,0
290000,1,2,1,30,0,0,351890,254163,11000,8607,0
20000,2,3,1,30,-2,-2,18920,20030,1700,2000,0
230000,2,1,2,36,1,-2,0,0,0,0,0
360000,2,2,2,34,1,-2,0,1680,1680,0,0
50000,1,2,2,40,0,0,48331,49163,2300,2200,1
80000,1,2,2,36,-2,-2,59223,26241,1141,10725,0
100000,2,2,2,56,0,0,97549,102864,9300,0,1
390000,2,1,2,28,0,0,286888,291645,11000,11000,0
120000,1,2,1,52,2,0,107269,106791,4449,2731,0
20000,2,2,2,35,1,3,20971,20360,0,0,0
150000,2,2,2,24,2,2,63486,66741,4330,3,1
20000,1,2,1,38,0,-1,16828,20192,20192,0,1
20000,1,1,1,44,0,0,17974,32768,2000,1506,0
250000,1,1,2,44,0,0,98727,102134,5000,6000,0
230000,2,2,2,25,0,0,19225,16375,2000,2000,0
20000,1,3,1,40,0,0,20167,37198,1308,2466,0
80000,2,2,1,41,0,0,21709,22432,1378,1639,0
310000,2,2,2,32,0,0,51007,50644,2200,2100,0
480000,1,1,2,49,0,0,456668,424843,14706,15377,0
20000,2,1,2,24,0,0,16199,0,0,187,0
50000,1,3,1,22,0,0,46450,47599,2200,2016,0
190000,1,2,1,35,6,5,254951,237094,0,0,1
50000,1,2,2,41,0,0,45284,43951,1844,4562,0
50000,2,2,2,29,2,2,8281,8998,1000,1000,1
50000,1,2,1,38,0,0,22619,19055,2000,2000,0
300000,2,2,1,45,-1,-1,41051,70951,71277,19003,0
60000,1,2,1,33,0,0,42246,38923,2008,3004,0
260000,1,1,2,28,1,-1,-1197,37785,40000,3780,0
190000,1,1,2,27,1,-1,-4370,82387,87998,3017,0
500000,1,3,3,53,0,0,415022,421996,12602,11000,0
300000,2,1,2,31,0,0,60700,33843,5000,5045,0
50000,1,2,2,43,0,0,50665,50854,1940,1407,1
50000,2,3,1,27,-1,0,29321,30048,1503,1851,1
130000,2,2,1,42,0,0,24565,22446,5000,2000,0
80000,1,1,1,38,-1,-1,604,0,0,0,0
50000,1,2,3,37,0,0,44828,43746,2005,2056,0
50000,2,2,2,31,0,0,40019,20394,2006,1519,0
120000,2,1,2,27,0,0,70835,59986,3000,2500,0
220000,2,1,2,33,-1,-1,3217,11428,11435,16876,0
50000,2,1,2,35,0,0,51505,50581,2500,2200,0
90000,2,1,2,29,0,0,88254,89080,4200,4000,0
360000,2,2,2,43,-2,-2,0,0,0,0,0
280000,2,2,1,49,0,0,20650,0,0,0,0
270000,2,1,1,57,-2,-2,13559,736,736,316,0
200000,1,1,1,31,0,0,160292,119080,6036,4002,0
80000,1,3,2,25,0,0,80493,78736,3035,3021,0
60000,2,1,2,34,1,-2,0,0,0,15798,0
60000,2,2,2,31,0,0,58173,59626,3400,2300,0
90000,2,1,2,28,-1,0,23940,92233,75000,5000,0
10000,2,3,3,48,0,0,7065,8148,1200,1200,0
140000,1,2,2,36,0,0,94586,92692,3519,3027,0
280000,1,1,1,42,0,0,173092,160948,5853,4422,1
140000,2,2,1,24,0,0,121241,67929,4000,4000,0
110000,1,3,1,52,0,0,13962,15219,1500,1545,0
120000,2,3,2,26,0,0,22492,-2018,1534,1300,0
130000,2,2,1,39,0,0,131657,129859,5000,6208,0
290000,1,2,1,48,0,0,224662,216134,10160,7147,0
80000,1,2,1,33,0,0,22064,22338,1700,1700,0
50000,2,2,2,22,2,2,15006,14475,0,2000,1
450000,2,2,1,33,-2,-2,318,316,316,326,0
50000,1,3,1,37,3,2,30411,31130,1500,0,1
170000,2,1,2,27,-2,-2,154189,149826,5926,2672,0
210000,1,2,2,30,0,0,38967,48465,10000,10000,0
30000,2,2,2,23,2,0,21684,23018,2000,2000,0
230000,1,1,2,33,0,0,57171,56150,2100,2300,0
170000,1,2,2,34,-1,-1,2806,326,652,676,1
20000,2,2,2,22,0,0,17958,18499,1329,1592,0
50000,1,3,1,54,1,2,49271,24982,1000,1000,0
100000,2,2,1,42,0,0,65917,67673,4000,3000,0
140000,2,1,2,27,-1,-1,390,0,0,0,0
100000,2,1,2,30,0,0,90375,81572,3007,3200,0
150000,2,1,1,37,1,-1,0,1505,1505,0,1
60000,2,3,2,23,1,2,28831,28024,0,1050,1
200000,1,3,1,33,0,0,199343,200070,10021,10036,1
200000,2,1,2,27,0,0,11912,19196,14443,4938,0
50000,2,1,2,35,0,0,48585,49134,2220,2289,1
60000,1,2,2,32,0,0,51934,40855,2000,2000,0
50000,2,3,1,32,1,2,45652,44646,0,4000,1
140000,2,2,1,55,0,0,22662,23306,2500,2500,0
640000,2,1,2,41,0,0,55645,56656,3000,5000,0
210000,1,2,1,41,2,2,87705,90376,4800,2500,1
60000,2,2,1,27,0,0,43757,29772,2000,2000,0
80000,2,2,1,32,3,2,72385,72643,2000,2600,1
290000,2,1,1,37,-1,-1,3486,550,550,1922,1
150000,2,1,2,28,1,-2,0,0,0,0,0
200000,2,2,2,40,0,0,99729,139201,59201,35000,0
130000,2,2,2,29,2,2,2880,4446,2000,1000,1
490000,1,2,2,34,-2,-2,0,0,0,244033,0
200000,1,2,1,40,-1,-1,9759,-241,0,0,1
210000,2,1,1,54,-1,-1,7771,7078,7078,1295,0
260000,2,1,2,29,-1,-1,3735,-8,0,4873,1
80000,1,2,1,42,0,0,48237,48594,2200,2005,0
50000,1,3,1,53,0,0,41674,40012,1660,1612,0
210000,2,2,2,30,0,0,77637,80205,4400,4600,0
210000,2,2,3,52,-1,-1,815,815,815,815,0
40000,2,3,1,41,1,2,20057,20931,1500,1500,0
110000,2,2,1,33,0,0,184406,169795,7400,6700,0
50000,1,1,2,49,0,0,25277,27209,3000,3014,0
80000,2,1,2,27,-1,-1,3199,1205,1325,917,0
80000,2,1,2,37,-1,-1,6734,1990,1990,4500,1
250000,2,1,2,43,0,0,93163,96024,4409,3023,0
100000,2,1,2,27,0,0,75296,76672,3000,3400,0
50000,1,2,2,29,2,2,43205,46516,4000,0,1
150000,2,1,2,32,2,2,120800,123379,6000,3000,1
70000,1,2,2,30,0,0,17526,20235,3000,0,1
150000,1,1,2,29,-1,-1,249,0,0,0,0
360000,2,1,2,31,-1,-1,1483,9386,9386,2643,0
90000,1,2,2,29,0,0,51864,53135,2098,1680,0
160000,2,2,1,28,0,0,6031,7057,1280,1132,0
70000,2,2,2,36,0,0,67864,59165,2044,1773,0
360000,2,2,1,33,0,0,325839,300726,11083,8948,0
420000,2,1,2,33,-1,-1,25718,0,0,0,0
50000,2,2,1,47,0,0,48888,47988,1900,1139,0
160000,2,2,2,28,3,2,110819,107629,0,9600,1
100000,2,2,1,38,1,-1,0,199,199,0,0
240000,2,3,1,41,-1,-1,3973,3724,3724,7448,0
390000,2,1,2,42,0,0,98262,94122,5003,5000,0
80000,2,2,1,37,0,0,57830,55107,2103,2023,0
360000,2,1,2,29,0,0,25633,26897,2000,1289,1
210000,2,2,1,34,-1,-1,3402,4774,4774,375,0
320000,2,1,2,28,1,-2,0,0,0,1200,1
20000,2,3,1,50,0,0,8612,8862,2202,500,0
180000,2,2,1,27,2,2,186895,167768,0,6000,1
490000,1,2,1,50,0,0,205873,210880,10000,10000,0
30000,2,2,2,22,0,0,25536,26635,1800,1500,0
290000,2,1,1,34,-1,-1,111,0,0,904,0
340000,2,2,1,46,-2,-2,0,0,0,0,0
40000,2,2,1,43,-1,-1,220,960,960,960,0
50000,1,2,2,23,-2,-2,-29,9881,9910,10294,0
30000,1,2,2,30,2,0,21326,20425,1400,1700,1
60000,2,1,2,34,2,-1,493,240,240,823,0
180000,1,5,2,29,1,-2,92245,64364,11400,1000,0
160000,1,3,1,57,-1,-1,390,390,390,390,0
170000,1,1,1,33,1,2,9020,326,0,7788,0
50000,1,2,1,42,2,0,12664,42985,2000,2000,0
50000,1,2,1,45,0,0,8558,9886,1471,1178,0
360000,2,1,1,32,-2,-2,0,0,0,0,0
160000,2,2,1,35,2,2,131104,133828,6300,5000,1
260000,2,1,2,39,0,0,107801,122955,30054,20057,0
350000,2,1,2,31,2,0,20042,108444,100000,200000,0
30000,2,2,2,26,0,0,27376,27639,1500,3608,0
180000,2,2,2,27,1,2,17207,16647,0,1590,0
230000,2,1,2,30,-1,-1,1219,283,283,1906,0
50000,2,1,2,29,1,-2,0,0,0,0,0
370000,1,2,1,38,2,0,376014,377594,16000,13217,1
30000,1,2,1,42,0,0,24317,28401,4491,3000,0
280000,1,1,2,31,1,-1,0,3405,3405,0,0
210000,2,2,2,53,-1,-1,390,390,390,390,1
150000,2,1,1,49,-1,-1,416,797,797,0,0
170000,2,1,2,30,-1,-1,8404,16835,16835,2200,0
80000,1,2,2,28,0,0,73233,74853,3400,3400,0
30000,2,2,1,29,1,2,16609,16057,0,2300,1
50000,1,2,2,38,0,0,51047,49761,1849,1800,0
140000,2,2,2,24,0,0,38483,43627,10169,20000,0
30000,2,1,1,22,2,2,26505,25799,0,1710,0
50000,1,2,1,45,0,0,42614,38426,10016,20070,0
20000,1,1,2,24,-1,-1,390,390,390,390,0
180000,1,1,1,37,0,0,15288,16534,1500,2000,0
30000,1,2,2,46,0,0,24794,25017,2000,1500,0
210000,1,2,2,26,0,0,92083,88001,4000,4000,0
30000,1,2,2,35,0,0,20180,21827,2000,2032,0
50000,2,2,2,31,0,0,20451,20426,1600,1600,0
270000,2,1,2,31,-2,-2,973,417,592,1593,0
70000,2,2,2,25,0,0,22935,23963,1398,1414,0
110000,1,2,2,32,-1,-1,2308,101780,101780,1501,0
20000,2,1,2,24,-1,-1,3305,2296,2296,14777,1
150000,1,2,1,37,0,0,147891,149402,5004,4957,1
420000,1,1,1,59,0,0,175795,160687,5300,4976,0
20000,1,1,2,24,-2,-2,299,-1,0,0,0
50000,1,2,2,51,0,0,50383,49073,2304,2224,0
170000,1,1,2,51,0,0,195038,189067,7509,5573,0
20000,1,3,1,35,1,2,24122,23089,1300,1481,0
360000,2,3,2,36,-1,-1,2473,-27,0,0,1
280000,2,1,2,34,-1,2,8719,844,0,0,0
340000,1,1,2,35,-1,-1,842,2865,2873,0,0
180000,1,1,1,46,0,0,160580,171644,13714,16500,1
280000,1,1,2,33,-1,-1,8814,151643,151650,5546,1
60000,1,1,2,27,0,0,14853,19589,5000,8000,1
150000,1,1,1,56,2,0,116928,87215,5006,3000,1
300000,2,1,2,24,0,0,35040,35167,1518,1507,0
